,keyword,type,date,index
0,幽门螺杆菌,wise,2021-04-04,157
0,幽门螺杆菌,wise,2021-04-05,177
0,幽门螺杆菌,wise,2021-04-06,193
0,幽门螺杆菌,wise,2021-04-07,215
0,幽门螺杆菌,wise,2021-04-08,204
0,幽门螺杆菌,wise,2021-04-09,215
0,幽门螺杆菌,wise,2021-04-10,198
0,幽门螺杆菌,wise,2021-04-11,203
0,幽门螺杆菌,wise,2021-04-12,203
0,幽门螺杆菌,wise,2021-04-13,229
0,幽门螺杆菌,wise,2021-04-14,228
0,幽门螺杆菌,wise,2021-04-15,338
0,幽门螺杆菌,wise,2021-04-16,273
0,幽门螺杆菌,wise,2021-04-17,200
0,幽门螺杆菌,wise,2021-04-18,189
0,幽门螺杆菌,wise,2021-04-19,227
0,幽门螺杆菌,wise,2021-04-20,231
0,幽门螺杆菌,wise,2021-04-21,239
0,幽门螺杆菌,wise,2021-04-22,224
0,幽门螺杆菌,wise,2021-04-23,255
0,幽门螺杆菌,wise,2021-04-24,205
0,幽门螺杆菌,wise,2021-04-25,231
0,幽门螺杆菌,wise,2021-04-26,217
0,幽门螺杆菌,wise,2021-04-27,277
0,幽门螺杆菌,wise,2021-04-28,270
0,幽门螺杆菌,wise,2021-04-29,224
0,幽门螺杆菌,wise,2021-04-30,228
0,幽门螺杆菌,wise,2021-05-01,182
0,幽门螺杆菌,wise,2021-05-02,178
0,幽门螺杆菌,wise,2021-05-03,203
0,幽门螺杆菌,wise,2021-05-04,177
0,幽门螺杆菌,wise,2021-05-05,185
0,幽门螺杆菌,wise,2021-05-06,241
0,幽门螺杆菌,wise,2021-05-07,225
0,幽门螺杆菌,wise,2021-05-08,187
0,幽门螺杆菌,wise,2021-05-09,160
0,幽门螺杆菌,wise,2021-05-10,190
0,幽门螺杆菌,wise,2021-05-11,200
0,幽门螺杆菌,wise,2021-05-12,222
0,幽门螺杆菌,wise,2021-05-13,238
0,幽门螺杆菌,wise,2021-05-14,209
0,幽门螺杆菌,wise,2021-05-15,187
0,幽门螺杆菌,wise,2021-05-16,177
0,幽门螺杆菌,wise,2021-05-17,218
0,幽门螺杆菌,wise,2021-05-18,228
0,幽门螺杆菌,wise,2021-05-19,231
0,幽门螺杆菌,wise,2021-05-20,199
0,幽门螺杆菌,wise,2021-05-21,219
0,幽门螺杆菌,wise,2021-05-22,190
0,幽门螺杆菌,wise,2021-05-23,170
0,幽门螺杆菌,wise,2021-05-24,245
0,幽门螺杆菌,wise,2021-05-25,234
0,幽门螺杆菌,wise,2021-05-26,214
0,幽门螺杆菌,wise,2021-05-27,222
0,幽门螺杆菌,wise,2021-05-28,235
0,幽门螺杆菌,wise,2021-05-29,197
0,幽门螺杆菌,wise,2021-05-30,200
0,幽门螺杆菌,wise,2021-05-31,232
0,幽门螺杆菌,wise,2021-06-01,236
0,幽门螺杆菌,wise,2021-06-02,196
0,幽门螺杆菌,wise,2021-06-03,201
0,幽门螺杆菌,wise,2021-06-04,239
0,幽门螺杆菌,wise,2021-06-05,201
0,幽门螺杆菌,wise,2021-06-06,190
0,幽门螺杆菌,wise,2021-06-07,204
0,幽门螺杆菌,wise,2021-06-08,238
0,幽门螺杆菌,wise,2021-06-09,211
0,幽门螺杆菌,wise,2021-06-10,212
0,幽门螺杆菌,wise,2021-06-11,215
0,幽门螺杆菌,wise,2021-06-12,189
0,幽门螺杆菌,wise,2021-06-13,182
0,幽门螺杆菌,wise,2021-06-14,164
0,幽门螺杆菌,wise,2021-06-15,203
0,幽门螺杆菌,wise,2021-06-16,208
0,幽门螺杆菌,wise,2021-06-17,190
0,幽门螺杆菌,wise,2021-06-18,155
0,幽门螺杆菌,wise,2021-06-19,184
0,幽门螺杆菌,wise,2021-06-20,174
0,幽门螺杆菌,wise,2021-06-21,196
0,幽门螺杆菌,wise,2021-06-22,202
0,幽门螺杆菌,wise,2021-06-23,184
0,幽门螺杆菌,wise,2021-06-24,205
0,幽门螺杆菌,wise,2021-06-25,186
0,幽门螺杆菌,wise,2021-06-26,222
0,幽门螺杆菌,wise,2021-06-27,197
0,幽门螺杆菌,wise,2021-06-28,204
0,幽门螺杆菌,wise,2021-06-29,193
0,幽门螺杆菌,wise,2021-06-30,222
0,幽门螺杆菌,wise,2021-07-01,225
0,幽门螺杆菌,wise,2021-07-02,228
0,幽门螺杆菌,wise,2021-07-03,517
0,幽门螺杆菌,wise,2021-07-04,734
0,幽门螺杆菌,wise,2021-07-05,383
0,幽门螺杆菌,wise,2021-07-06,353
0,幽门螺杆菌,wise,2021-07-07,288
0,幽门螺杆菌,wise,2021-07-08,289
0,幽门螺杆菌,wise,2021-07-09,277
0,幽门螺杆菌,wise,2021-07-10,231
0,幽门螺杆菌,wise,2021-07-11,201
0,幽门螺杆菌,wise,2021-07-12,248
0,幽门螺杆菌,wise,2021-07-13,239
0,幽门螺杆菌,wise,2021-07-14,242
0,幽门螺杆菌,wise,2021-07-15,262
0,幽门螺杆菌,wise,2021-07-16,252
0,幽门螺杆菌,wise,2021-07-17,231
0,幽门螺杆菌,wise,2021-07-18,221
0,幽门螺杆菌,wise,2021-07-19,261
0,幽门螺杆菌,wise,2021-07-20,248
0,幽门螺杆菌,wise,2021-07-21,242
0,幽门螺杆菌,wise,2021-07-22,235
0,幽门螺杆菌,wise,2021-07-23,252
0,幽门螺杆菌,wise,2021-07-24,200
0,幽门螺杆菌,wise,2021-07-25,198
0,幽门螺杆菌,wise,2021-07-26,234
0,幽门螺杆菌,wise,2021-07-27,212
0,幽门螺杆菌,wise,2021-07-28,256
0,幽门螺杆菌,wise,2021-07-29,225
0,幽门螺杆菌,wise,2021-07-30,241
0,幽门螺杆菌,wise,2021-07-31,222
0,幽门螺杆菌,wise,2021-08-01,203
0,幽门螺杆菌,wise,2021-08-02,243
0,幽门螺杆菌,wise,2021-08-03,261
0,幽门螺杆菌,wise,2021-08-04,179
0,幽门螺杆菌,wise,2021-08-05,203
0,幽门螺杆菌,wise,2021-08-06,198
0,幽门螺杆菌,wise,2021-08-07,221
0,幽门螺杆菌,wise,2021-08-08,195
0,幽门螺杆菌,wise,2021-08-09,263
0,幽门螺杆菌,wise,2021-08-10,249
0,幽门螺杆菌,wise,2021-08-11,227
0,幽门螺杆菌,wise,2021-08-12,239
0,幽门螺杆菌,wise,2021-08-13,222
0,幽门螺杆菌,wise,2021-08-14,186
0,幽门螺杆菌,wise,2021-08-15,190
0,幽门螺杆菌,wise,2021-08-16,268
0,幽门螺杆菌,wise,2021-08-17,270
0,幽门螺杆菌,wise,2021-08-18,256
0,幽门螺杆菌,wise,2021-08-19,250
0,幽门螺杆菌,wise,2021-08-20,250
0,幽门螺杆菌,wise,2021-08-21,242
0,幽门螺杆菌,wise,2021-08-22,224
0,幽门螺杆菌,wise,2021-08-23,235
0,幽门螺杆菌,wise,2021-08-24,267
0,幽门螺杆菌,wise,2021-08-25,351
0,幽门螺杆菌,wise,2021-08-26,280
0,幽门螺杆菌,wise,2021-08-27,280
0,幽门螺杆菌,wise,2021-08-28,259
0,幽门螺杆菌,wise,2021-08-29,231
0,幽门螺杆菌,wise,2021-08-30,247
0,幽门螺杆菌,wise,2021-08-31,232
0,幽门螺杆菌,wise,2021-09-01,222
0,幽门螺杆菌,wise,2021-09-02,239
0,幽门螺杆菌,wise,2021-09-03,241
0,幽门螺杆菌,wise,2021-09-04,218
0,幽门螺杆菌,wise,2021-09-05,221
0,幽门螺杆菌,wise,2021-09-06,217
0,幽门螺杆菌,wise,2021-09-07,234
0,幽门螺杆菌,wise,2021-09-08,447
0,幽门螺杆菌,wise,2021-09-09,212
0,幽门螺杆菌,wise,2021-09-10,253
0,幽门螺杆菌,wise,2021-09-11,209
0,幽门螺杆菌,wise,2021-09-12,200
0,幽门螺杆菌,wise,2021-09-13,215
0,幽门螺杆菌,wise,2021-09-14,203
0,幽门螺杆菌,wise,2021-09-15,209
0,幽门螺杆菌,wise,2021-09-16,189
0,幽门螺杆菌,wise,2021-09-17,189
0,幽门螺杆菌,wise,2021-09-18,192
0,幽门螺杆菌,wise,2021-09-19,181
0,幽门螺杆菌,wise,2021-09-20,189
0,幽门螺杆菌,wise,2021-09-21,151
0,幽门螺杆菌,wise,2021-09-22,208
0,幽门螺杆菌,wise,2021-09-23,167
0,幽门螺杆菌,wise,2021-09-24,174
0,幽门螺杆菌,wise,2021-09-25,170
0,幽门螺杆菌,wise,2021-09-26,195
0,幽门螺杆菌,wise,2021-09-27,195
0,幽门螺杆菌,wise,2021-09-28,201
0,幽门螺杆菌,wise,2021-09-29,192
0,幽门螺杆菌,wise,2021-09-30,186
0,幽门螺杆菌,wise,2021-10-01,170
0,幽门螺杆菌,wise,2021-10-02,187
0,幽门螺杆菌,wise,2021-10-03,181
0,幽门螺杆菌,wise,2021-10-04,174
0,幽门螺杆菌,wise,2021-10-05,178
0,幽门螺杆菌,wise,2021-10-06,185
0,幽门螺杆菌,wise,2021-10-07,215
0,幽门螺杆菌,wise,2021-10-08,197
0,幽门螺杆菌,wise,2021-10-09,219
0,幽门螺杆菌,wise,2021-10-10,170
0,幽门螺杆菌,wise,2021-10-11,214
0,幽门螺杆菌,wise,2021-10-12,219
0,幽门螺杆菌,wise,2021-10-13,212
0,幽门螺杆菌,wise,2021-10-14,238
0,幽门螺杆菌,wise,2021-10-15,253
0,幽门螺杆菌,wise,2021-10-16,238
0,幽门螺杆菌,wise,2021-10-17,199
0,幽门螺杆菌,wise,2021-10-18,200
0,幽门螺杆菌,wise,2021-10-19,231
0,幽门螺杆菌,wise,2021-10-20,212
0,幽门螺杆菌,wise,2021-10-21,239
0,幽门螺杆菌,wise,2021-10-22,201
0,幽门螺杆菌,wise,2021-10-23,201
0,幽门螺杆菌,wise,2021-10-24,197
0,幽门螺杆菌,wise,2021-10-25,202
0,幽门螺杆菌,wise,2021-10-26,219
0,幽门螺杆菌,wise,2021-10-27,234
0,幽门螺杆菌,wise,2021-10-28,217
0,幽门螺杆菌,wise,2021-10-29,238
0,幽门螺杆菌,wise,2021-10-30,239
0,幽门螺杆菌,wise,2021-10-31,239
0,幽门螺杆菌,wise,2021-11-01,243
0,幽门螺杆菌,wise,2021-11-02,254
0,幽门螺杆菌,wise,2021-11-03,219
0,幽门螺杆菌,wise,2021-11-04,234
0,幽门螺杆菌,wise,2021-11-05,266
0,幽门螺杆菌,wise,2021-11-06,219
0,幽门螺杆菌,wise,2021-11-07,202
0,幽门螺杆菌,wise,2021-11-08,232
0,幽门螺杆菌,wise,2021-11-09,218
0,幽门螺杆菌,wise,2021-11-10,232
0,幽门螺杆菌,wise,2021-11-11,256
0,幽门螺杆菌,wise,2021-11-12,243
0,幽门螺杆菌,wise,2021-11-13,239
0,幽门螺杆菌,wise,2021-11-14,225
0,幽门螺杆菌,wise,2021-11-15,250
0,幽门螺杆菌,wise,2021-11-16,269
0,幽门螺杆菌,wise,2021-11-17,232
0,幽门螺杆菌,wise,2021-11-18,257
0,幽门螺杆菌,wise,2021-11-19,224
0,幽门螺杆菌,wise,2021-11-20,256
0,幽门螺杆菌,wise,2021-11-21,208
0,幽门螺杆菌,wise,2021-11-22,236
0,幽门螺杆菌,wise,2021-11-23,264
0,幽门螺杆菌,wise,2021-11-24,264
0,幽门螺杆菌,wise,2021-11-25,234
0,幽门螺杆菌,wise,2021-11-26,280
0,幽门螺杆菌,wise,2021-11-27,281
0,幽门螺杆菌,wise,2021-11-28,224
0,幽门螺杆菌,wise,2021-11-29,303
0,幽门螺杆菌,wise,2021-11-30,313
0,幽门螺杆菌,wise,2021-12-01,266
0,幽门螺杆菌,wise,2021-12-02,271
0,幽门螺杆菌,wise,2021-12-03,263
0,幽门螺杆菌,wise,2021-12-04,270
0,幽门螺杆菌,wise,2021-12-05,192
0,幽门螺杆菌,wise,2021-12-06,275
0,幽门螺杆菌,wise,2021-12-07,238
0,幽门螺杆菌,wise,2021-12-08,252
0,幽门螺杆菌,wise,2021-12-09,246
0,幽门螺杆菌,wise,2021-12-10,300
0,幽门螺杆菌,wise,2021-12-11,247
0,黑便,all,2021-02-14,144
0,黑便,all,2021-02-15,79
0,黑便,all,2021-02-16,93
0,黑便,all,2021-02-17,145
0,黑便,all,2021-02-18,89
0,黑便,all,2021-02-19,149
0,黑便,all,2021-02-20,145
0,黑便,all,2021-02-21,150
0,黑便,all,2021-02-22,86
0,黑便,all,2021-02-23,74
0,黑便,all,2021-02-24,84
0,黑便,all,2021-02-25,148
0,黑便,all,2021-02-26,145
0,黑便,all,2021-02-27,147
0,黑便,all,2021-02-28,78
0,黑便,all,2021-03-01,146
0,黑便,all,2021-03-02,150
0,黑便,all,2021-03-03,156
0,黑便,all,2021-03-04,82
0,黑便,all,2021-03-05,80
0,黑便,all,2021-03-06,156
0,黑便,all,2021-03-07,99
0,黑便,all,2021-03-08,87
0,黑便,all,2021-03-09,143
0,黑便,all,2021-03-10,150
0,黑便,all,2021-03-11,96
0,黑便,all,2021-03-12,154
0,黑便,all,2021-03-13,105
0,黑便,all,2021-03-14,91
0,黑便,all,2021-03-15,96
0,黑便,all,2021-03-16,144
0,黑便,all,2021-03-17,170
0,黑便,all,2021-03-18,95
0,黑便,all,2021-03-19,152
0,黑便,all,2021-03-20,91
0,黑便,all,2021-03-21,155
0,黑便,all,2021-03-22,165
0,黑便,all,2021-03-23,159
0,黑便,all,2021-03-24,148
0,黑便,all,2021-03-25,154
0,黑便,all,2021-03-26,143
0,黑便,all,2021-03-27,163
0,黑便,all,2021-03-28,89
0,黑便,all,2021-03-29,153
0,黑便,all,2021-03-30,164
0,黑便,all,2021-03-31,167
0,黑便,all,2021-04-01,155
0,黑便,all,2021-04-02,157
0,黑便,all,2021-04-03,156
0,黑便,all,2021-04-04,93
0,黑便,all,2021-04-05,154
0,黑便,all,2021-04-06,154
0,黑便,all,2021-04-07,152
0,黑便,all,2021-04-08,95
0,黑便,all,2021-04-09,167
0,黑便,all,2021-04-10,144
0,黑便,all,2021-04-11,165
0,黑便,all,2021-04-12,112
0,黑便,all,2021-04-13,154
0,黑便,all,2021-04-14,154
0,黑便,all,2021-04-15,153
0,黑便,all,2021-04-16,166
0,黑便,all,2021-04-17,109
0,黑便,all,2021-04-18,119
0,黑便,all,2021-04-19,166
0,黑便,all,2021-04-20,166
0,黑便,all,2021-04-21,168
0,黑便,all,2021-04-22,180
0,黑便,all,2021-04-23,153
0,黑便,all,2021-04-24,112
0,黑便,all,2021-04-25,158
0,黑便,all,2021-04-26,168
0,黑便,all,2021-04-27,104
0,黑便,all,2021-04-28,145
0,黑便,all,2021-04-29,165
0,黑便,all,2021-04-30,143
0,黑便,all,2021-05-01,89
0,黑便,all,2021-05-02,150
0,黑便,all,2021-05-03,89
0,黑便,all,2021-05-04,141
0,黑便,all,2021-05-05,149
0,黑便,all,2021-05-06,108
0,黑便,all,2021-05-07,156
0,黑便,all,2021-05-08,145
0,黑便,all,2021-05-09,78
0,黑便,all,2021-05-10,162
0,黑便,all,2021-05-11,152
0,黑便,all,2021-05-12,143
0,黑便,all,2021-05-13,93
0,黑便,all,2021-05-14,163
0,黑便,all,2021-05-15,153
0,黑便,all,2021-05-16,149
0,黑便,all,2021-05-17,158
0,黑便,all,2021-05-18,99
0,黑便,all,2021-05-19,118
0,黑便,all,2021-05-20,83
0,黑便,all,2021-05-21,95
0,黑便,all,2021-05-22,167
0,黑便,all,2021-05-23,104
0,黑便,all,2021-05-24,189
0,黑便,all,2021-05-25,104
0,黑便,all,2021-05-26,102
0,黑便,all,2021-05-27,104
0,黑便,all,2021-05-28,174
0,黑便,all,2021-05-29,176
0,黑便,all,2021-05-30,156
0,黑便,all,2021-05-31,189
0,黑便,all,2021-06-01,172
0,黑便,all,2021-06-02,164
0,黑便,all,2021-06-03,122
0,黑便,all,2021-06-04,161
0,黑便,all,2021-06-05,110
0,黑便,all,2021-06-06,169
0,黑便,all,2021-06-07,160
0,黑便,all,2021-06-08,152
0,黑便,all,2021-06-09,162
0,黑便,all,2021-06-10,110
0,黑便,all,2021-06-11,178
0,黑便,all,2021-06-12,96
0,黑便,all,2021-06-13,174
0,黑便,all,2021-06-14,162
0,黑便,all,2021-06-15,171
0,黑便,all,2021-06-16,104
0,黑便,all,2021-06-17,87
0,黑便,all,2021-06-18,93
0,黑便,all,2021-06-19,154
0,黑便,all,2021-06-20,100
0,黑便,all,2021-06-21,163
0,黑便,all,2021-06-22,155
0,黑便,all,2021-06-23,150
0,黑便,all,2021-06-24,102
0,黑便,all,2021-06-25,110
0,黑便,all,2021-06-26,137
0,黑便,all,2021-06-27,95
0,黑便,all,2021-06-28,89
0,黑便,all,2021-06-29,96
0,黑便,all,2021-06-30,117
0,黑便,all,2021-07-01,123
0,黑便,all,2021-07-02,93
0,黑便,all,2021-07-03,104
0,黑便,all,2021-07-04,144
0,黑便,all,2021-07-05,139
0,黑便,all,2021-07-06,162
0,黑便,all,2021-07-07,153
0,黑便,all,2021-07-08,156
0,黑便,all,2021-07-09,158
0,黑便,all,2021-07-10,102
0,黑便,all,2021-07-11,160
0,黑便,all,2021-07-12,102
0,黑便,all,2021-07-13,97
0,黑便,all,2021-07-14,157
0,黑便,all,2021-07-15,146
0,黑便,all,2021-07-16,163
0,黑便,all,2021-07-17,157
0,黑便,all,2021-07-18,108
0,黑便,all,2021-07-19,154
0,黑便,all,2021-07-20,152
0,黑便,all,2021-07-21,156
0,黑便,all,2021-07-22,150
0,黑便,all,2021-07-23,164
0,黑便,all,2021-07-24,87
0,黑便,all,2021-07-25,93
0,黑便,all,2021-07-26,99
0,黑便,all,2021-07-27,156
0,黑便,all,2021-07-28,99
0,黑便,all,2021-07-29,95
0,黑便,all,2021-07-30,93
0,黑便,all,2021-07-31,165
0,黑便,all,2021-08-01,143
0,黑便,all,2021-08-02,154
0,黑便,all,2021-08-03,93
0,黑便,all,2021-08-04,96
0,黑便,all,2021-08-05,152
0,黑便,all,2021-08-06,141
0,黑便,all,2021-08-07,79
0,黑便,all,2021-08-08,91
0,黑便,all,2021-08-09,84
0,黑便,all,2021-08-10,84
0,黑便,all,2021-08-11,180
0,黑便,all,2021-08-12,160
0,黑便,all,2021-08-13,163
0,黑便,all,2021-08-14,95
0,黑便,all,2021-08-15,161
0,黑便,all,2021-08-16,97
0,黑便,all,2021-08-17,112
0,黑便,all,2021-08-18,149
0,黑便,all,2021-08-19,92
0,黑便,all,2021-08-20,106
0,黑便,all,2021-08-21,93
0,黑便,all,2021-08-22,99
0,黑便,all,2021-08-23,156
0,黑便,all,2021-08-24,171
0,黑便,all,2021-08-25,176
0,黑便,all,2021-08-26,112
0,黑便,all,2021-08-27,99
0,黑便,all,2021-08-28,95
0,黑便,all,2021-08-29,106
0,黑便,all,2021-08-30,105
0,黑便,all,2021-08-31,89
0,黑便,all,2021-09-01,144
0,黑便,all,2021-09-02,151
0,黑便,all,2021-09-03,97
0,黑便,all,2021-09-04,156
0,黑便,all,2021-09-05,148
0,黑便,all,2021-09-06,162
0,黑便,all,2021-09-07,153
0,黑便,all,2021-09-08,204
0,黑便,all,2021-09-09,159
0,黑便,all,2021-09-10,178
0,黑便,all,2021-09-11,178
0,黑便,all,2021-09-12,161
0,黑便,all,2021-09-13,198
0,黑便,all,2021-09-14,100
0,黑便,all,2021-09-15,158
0,黑便,all,2021-09-16,97
0,黑便,all,2021-09-17,180
0,黑便,all,2021-09-18,159
0,黑便,all,2021-09-19,102
0,黑便,all,2021-09-20,99
0,黑便,all,2021-09-21,99
0,黑便,all,2021-09-22,104
0,黑便,all,2021-09-23,174
0,黑便,all,2021-09-24,167
0,黑便,all,2021-09-25,157
0,黑便,all,2021-09-26,150
0,黑便,all,2021-09-27,95
0,黑便,all,2021-09-28,172
0,黑便,all,2021-09-29,157
0,黑便,all,2021-09-30,143
0,黑便,all,2021-10-01,92
0,黑便,all,2021-10-02,165
0,黑便,all,2021-10-03,152
0,黑便,all,2021-10-04,146
0,黑便,all,2021-10-05,113
0,黑便,all,2021-10-06,156
0,黑便,all,2021-10-07,159
0,黑便,all,2021-10-08,175
0,黑便,all,2021-10-09,149
0,黑便,all,2021-10-10,100
0,黑便,all,2021-10-11,165
0,黑便,all,2021-10-12,166
0,黑便,all,2021-10-13,207
0,黑便,all,2021-10-14,125
0,黑便,all,2021-10-15,102
0,黑便,all,2021-10-16,168
0,黑便,all,2021-10-17,146
0,黑便,all,2021-10-18,170
0,黑便,all,2021-10-19,102
0,黑便,all,2021-10-20,115
0,黑便,all,2021-10-21,170
0,黑便,all,2021-10-22,153
0,黑便,all,2021-10-23,144
0,黑便,all,2021-10-24,104
0,黑便,all,2021-10-25,152
0,黑便,all,2021-10-26,108
0,黑便,all,2021-10-27,104
0,黑便,all,2021-10-28,102
0,黑便,all,2021-10-29,144
0,黑便,all,2021-10-30,91
0,黑便,all,2021-10-31,115
0,黑便,all,2021-11-01,165
0,黑便,all,2021-11-02,108
0,黑便,all,2021-11-03,105
0,黑便,all,2021-11-04,154
0,黑便,all,2021-11-05,92
0,黑便,all,2021-11-06,148
0,黑便,all,2021-11-07,161
0,黑便,all,2021-11-08,176
0,黑便,all,2021-11-09,160
0,黑便,all,2021-11-10,148
0,黑便,all,2021-11-11,112
0,黑便,all,2021-11-12,115
0,黑便,all,2021-11-13,108
0,黑便,all,2021-11-14,157
0,黑便,all,2021-11-15,159
0,黑便,all,2021-11-16,122
0,黑便,all,2021-11-17,146
0,黑便,all,2021-11-18,196
0,黑便,all,2021-11-19,150
0,黑便,all,2021-11-20,165
0,黑便,all,2021-11-21,185
0,黑便,all,2021-11-22,126
0,黑便,all,2021-11-23,174
0,黑便,all,2021-11-24,167
0,黑便,all,2021-11-25,173
0,黑便,all,2021-11-26,175
0,黑便,all,2021-11-27,154
0,黑便,all,2021-11-28,143
0,黑便,all,2021-11-29,166
0,黑便,all,2021-11-30,104
0,黑便,all,2021-12-01,163
0,黑便,all,2021-12-02,108
0,黑便,all,2021-12-03,89
0,黑便,all,2021-12-04,108
0,黑便,all,2021-12-05,165
0,黑便,all,2021-12-06,154
0,黑便,all,2021-12-07,104
0,黑便,all,2021-12-08,146
0,黑便,all,2021-12-09,177
0,黑便,all,2021-12-10,109
0,黑便,all,2021-12-11,159
0,黑便,pc,2021-02-14,57
0,黑便,pc,2021-02-15,0
0,黑便,pc,2021-02-16,0
0,黑便,pc,2021-02-17,59
0,黑便,pc,2021-02-18,0
0,黑便,pc,2021-02-19,57
0,黑便,pc,2021-02-20,59
0,黑便,pc,2021-02-21,57
0,黑便,pc,2021-02-22,0
0,黑便,pc,2021-02-23,0
0,黑便,pc,2021-02-24,0
0,黑便,pc,2021-02-25,59
0,黑便,pc,2021-02-26,61
0,黑便,pc,2021-02-27,61
0,黑便,pc,2021-02-28,0
0,黑便,pc,2021-03-01,63
0,黑便,pc,2021-03-02,61
0,黑便,pc,2021-03-03,59
0,黑便,pc,2021-03-04,0
0,黑便,pc,2021-03-05,0
0,黑便,pc,2021-03-06,63
0,黑便,pc,2021-03-07,0
0,黑便,pc,2021-03-08,0
0,黑便,pc,2021-03-09,57
0,黑便,pc,2021-03-10,59
0,黑便,pc,2021-03-11,0
0,黑便,pc,2021-03-12,59
0,黑便,pc,2021-03-13,0
0,黑便,pc,2021-03-14,0
0,黑便,pc,2021-03-15,0
0,黑便,pc,2021-03-16,57
0,黑便,pc,2021-03-17,57
0,黑便,pc,2021-03-18,0
0,黑便,pc,2021-03-19,61
0,黑便,pc,2021-03-20,0
0,黑便,pc,2021-03-21,59
0,黑便,pc,2021-03-22,57
0,黑便,pc,2021-03-23,57
0,黑便,pc,2021-03-24,57
0,黑便,pc,2021-03-25,57
0,黑便,pc,2021-03-26,57
0,黑便,pc,2021-03-27,59
0,黑便,pc,2021-03-28,0
0,黑便,pc,2021-03-29,57
0,黑便,pc,2021-03-30,59
0,黑便,pc,2021-03-31,59
0,黑便,pc,2021-04-01,59
0,黑便,pc,2021-04-02,57
0,黑便,pc,2021-04-03,57
0,黑便,pc,2021-04-04,0
0,黑便,pc,2021-04-05,57
0,黑便,pc,2021-04-06,63
0,黑便,pc,2021-04-07,57
0,黑便,pc,2021-04-08,0
0,黑便,pc,2021-04-09,63
0,黑便,pc,2021-04-10,57
0,黑便,pc,2021-04-11,57
0,黑便,pc,2021-04-12,0
0,黑便,pc,2021-04-13,57
0,黑便,pc,2021-04-14,63
0,黑便,pc,2021-04-15,61
0,黑便,pc,2021-04-16,57
0,黑便,pc,2021-04-17,0
0,黑便,pc,2021-04-18,0
0,黑便,pc,2021-04-19,57
0,黑便,pc,2021-04-20,61
0,黑便,pc,2021-04-21,59
0,黑便,pc,2021-04-22,63
0,黑便,pc,2021-04-23,57
0,黑便,pc,2021-04-24,0
0,黑便,pc,2021-04-25,61
0,黑便,pc,2021-04-26,63
0,黑便,pc,2021-04-27,0
0,黑便,pc,2021-04-28,66
0,黑便,pc,2021-04-29,57
0,黑便,pc,2021-04-30,57
0,黑便,pc,2021-05-01,0
0,黑便,pc,2021-05-02,57
0,黑便,pc,2021-05-03,0
0,黑便,pc,2021-05-04,57
0,黑便,pc,2021-05-05,57
0,黑便,pc,2021-05-06,0
0,黑便,pc,2021-05-07,57
0,黑便,pc,2021-05-08,59
0,黑便,pc,2021-05-09,0
0,黑便,pc,2021-05-10,57
0,黑便,pc,2021-05-11,61
0,黑便,pc,2021-05-12,57
0,黑便,pc,2021-05-13,0
0,黑便,pc,2021-05-14,59
0,黑便,pc,2021-05-15,57
0,黑便,pc,2021-05-16,57
0,黑便,pc,2021-05-17,59
0,黑便,pc,2021-05-18,0
0,黑便,pc,2021-05-19,0
0,黑便,pc,2021-05-20,0
0,黑便,pc,2021-05-21,0
0,黑便,pc,2021-05-22,57
0,黑便,pc,2021-05-23,0
0,黑便,pc,2021-05-24,64
0,黑便,pc,2021-05-25,0
0,黑便,pc,2021-05-26,0
0,黑便,pc,2021-05-27,0
0,黑便,pc,2021-05-28,57
0,黑便,pc,2021-05-29,59
0,黑便,pc,2021-05-30,57
0,黑便,pc,2021-05-31,59
0,黑便,pc,2021-06-01,59
0,黑便,pc,2021-06-02,64
0,黑便,pc,2021-06-03,0
0,黑便,pc,2021-06-04,57
0,黑便,pc,2021-06-05,0
0,黑便,pc,2021-06-06,59
0,黑便,pc,2021-06-07,63
0,黑便,pc,2021-06-08,59
0,黑便,pc,2021-06-09,57
0,黑便,pc,2021-06-10,0
0,黑便,pc,2021-06-11,61
0,黑便,pc,2021-06-12,0
0,黑便,pc,2021-06-13,68
0,黑便,pc,2021-06-14,57
0,黑便,pc,2021-06-15,59
0,黑便,pc,2021-06-16,0
0,黑便,pc,2021-06-17,0
0,黑便,pc,2021-06-18,0
0,黑便,pc,2021-06-19,57
0,黑便,pc,2021-06-20,0
0,黑便,pc,2021-06-21,61
0,黑便,pc,2021-06-22,59
0,黑便,pc,2021-06-23,57
0,黑便,pc,2021-06-24,0
0,黑便,pc,2021-06-25,0
0,黑便,pc,2021-06-26,57
0,黑便,pc,2021-06-27,0
0,黑便,pc,2021-06-28,0
0,黑便,pc,2021-06-29,0
0,黑便,pc,2021-06-30,0
0,黑便,pc,2021-07-01,0
0,黑便,pc,2021-07-02,0
0,黑便,pc,2021-07-03,0
0,黑便,pc,2021-07-04,57
0,黑便,pc,2021-07-05,57
0,黑便,pc,2021-07-06,57
0,黑便,pc,2021-07-07,57
0,黑便,pc,2021-07-08,59
0,黑便,pc,2021-07-09,59
0,黑便,pc,2021-07-10,0
0,黑便,pc,2021-07-11,61
0,黑便,pc,2021-07-12,0
0,黑便,pc,2021-07-13,0
0,黑便,pc,2021-07-14,61
0,黑便,pc,2021-07-15,59
0,黑便,pc,2021-07-16,59
0,黑便,pc,2021-07-17,57
0,黑便,pc,2021-07-18,0
0,黑便,pc,2021-07-19,59
